iter	MultiClass
322	0.01495420795
323	0.01489407752
324	0.01484680403
325	0.01480053588
326	0.01475202779
327	0.0147106142
328	0.01464561399
329	0.01459195401
330	0.01454848572
331	0.01450370978
332	0.01444093995
333	0.01438982539
334	0.01434700973
335	0.01430954081
336	0.01426312973
337	0.01420323989
338	0.01415331854
339	0.01408964707
340	0.01403864994
341	0.01398466733
342	0.01394891485
343	0.01389185503
344	0.01384220557
345	0.0138012203
346	0.01375301379
347	0.01371260295
348	0.01367551314
349	0.01363244063
350	0.01358365592
351	0.01354024846
352	0.01349743687
353	0.01345392613
354	0.01341585058
355	0.01338194749
356	0.01334010912
357	0.01330208588
358	0.01326760338
359	0.0132044463
360	0.01316488873
361	0.01312869341
362	0.01308107559
363	0.01304368959
364	0.01300451467
365	0.01297339638
366	0.0129434138
367	0.01290456199
368	0.0128700043
369	0.012828653
370	0.01279298553
371	0.0127522323
372	0.01271453451
373	0.0126688549
374	0.01262545556
375	0.01257826493
376	0.01254296991
377	0.01251114491
378	0.01246935052
379	0.01243770434
380	0.01239259748
381	0.01235516624
382	0.01232367391
383	0.01227722816
384	0.01223935093
385	0.01219576343
386	0.01216978709
387	0.01213526357
388	0.01210281408
389	0.01206565568
390	0.01203243258
391	0.01199511462
392	0.01195810193
393	0.01192752758
394	0.01190068236
395	0.01185652494
396	0.01182498364
397	0.01179608886
398	0.01176359749
399	0.01173337463
400	0.01168378976
401	0.01165250271
402	0.01162234188
403	0.01159274446
404	0.01154147766
405	0.0115087516
406	0.01147595182
407	0.01144790142
408	0.01141585925
409	0.0113880416
410	0.01135743303
411	0.01132426243
412	0.01129400881
413	0.01126551364
414	0.01123897124
415	0.01121390052
416	0.01118051706
417	0.01115313957
418	0.01112198176
419	0.0110822499
420	0.01105053529
421	0.0110231741
422	0.0109825159
423	0.01095986896
424	0.01093622368
425	0.01089465721
426	0.01086530268
427	0.01084098709
428	0.01081244975
429	0.01078522986
430	0.01075768558
431	0.0107334381
432	0.01071198439
433	0.01066580506
434	0.01064066721
435	0.01061471961
436	0.01058619766
437	0.01055211125
438	0.01051691846
439	0.01049433461
440	0.01046313859
441	0.01044411533
442	0.01040809751
443	0.01037583062
444	0.01034628592
445	0.01031956699
446	0.01029561592
447	0.0102725485
448	0.01024087859
449	0.01021593179
450	0.0101887738
451	0.01016376227
452	0.01013336075
453	0.0101105718
454	0.01009221482
455	0.01007337551
456	0.01005330622
457	0.01003159443
458	0.01000252794
459	0.009982193287
460	0.009959708847
461	0.009936641071
462	0.009917600894
463	0.009888676364
464	0.009857621192
465	0.009833299029
466	0.009807654276
467	0.009786998793
468	0.009756557274
469	0.009727133847
470	0.009707850712
471	0.009686955169
472	0.009664248887
473	0.009644665982
474	0.009627147789
475	0.009608016023
476	0.009585256725
477	0.009563275045
478	0.009535199752
479	0.009511797625
480	0.009494637273
481	0.009465933226
482	0.009445237334
483	0.00942154101
484	0.00940168719
485	0.009378184365
486	0.009344517319
487	0.009323709746
488	0.009305714904
489	0.009287616392
490	0.009267400761
491	0.009248885294
492	0.0092287513
493	0.009209892923
494	0.009185778641
495	0.009168501984
496	0.009147987064
497	0.009123360776
498	0.009101064473
499	0.009080935843
500	0.009058955516
501	0.009034389454
502	0.009021308151
503	0.008991268837
504	0.008974086828
505	0.008959008215
506	0.008943159912
507	0.008915830198
508	0.008900335645
509	0.00888167211
510	0.00885381353
511	0.008829914065
512	0.008813908861
513	0.008790560479
514	0.008776905939
515	0.008763580563
516	0.008743384581
517	0.008728262473
518	0.008710411917
519	0.008693128842
520	0.008679202223
521	0.008654186328
522	0.008634710973
523	0.008611750368
524	0.008598917927
525	0.008581019214
526	0.00856746349
527	0.008543924577
528	0.008520483746
529	0.008501396916
530	0.008482981447
531	0.008467135617
532	0.008451243363
533	0.008435892294
534	0.008418993023
535	0.008400811271
536	0.00838191566
537	0.008359941467
538	0.008345317859
539	0.0083240017
540	0.008310726532
541	0.008293788955
542	0.00827843047
543	0.00826343846
544	0.008247703158
545	0.00822704015
546	0.008213333037
547	0.008190550612
548	0.008174297309
549	0.008159022684
550	0.008137566854
551	0.008120993677
552	0.008103551339
553	0.008089831897
554	0.008075324644
555	0.008061001453
556	0.008043535601
557	0.008026391923
558	0.008013963152
559	0.007999616161
560	0.007978462625
561	0.007965480437
562	0.007952250936
563	0.007940065877
564	0.007923903848
565	0.007900494354
566	0.007886912739
567	0.00787209144
568	0.007859390768
569	0.007845568475
570	0.00782979993
571	0.007814708186
572	0.007801934532
573	0.007784811484
574	0.007768646054
575	0.007755018666
576	0.007741011268
577	0.007725554551
578	0.007709905858
579	0.007698369646
580	0.007682168005
581	0.007669388404
582	0.007656033936
583	0.007640530765
584	0.007625483449
585	0.007612587105
586	0.007599096572
587	0.007586891389
588	0.007569806536
589	0.00755079466
590	0.007534772355
591	0.00751926878
592	0.007509013639
593	0.007491438132
594	0.007479225652
595	0.007461118234
596	0.007450256433
597	0.007436035093
598	0.007424460813
599	0.007409095988
600	0.007398508478
601	0.007382446659
602	0.007371154923
603	0.007353471818
604	0.007337862938
605	0.007317787861
606	0.007306571959
607	0.007294927268
608	0.007282989775
609	0.007269389692
610	0.007252721818
611	0.007243220168
612	0.007227039936
613	0.007214184544
614	0.007199664369
615	0.007177941928
616	0.007163997995
617	0.007152156978
618	0.007136347235
619	0.00712379928
620	0.007114091071
621	0.007098463643
622	0.007088350437
623	0.007071636877
624	0.007063493396
625	0.007053474279
626	0.007044446943
627	0.007033990289
628	0.007022443479
629	0.007012355357
630	0.006996896988
631	0.006981715141
632	0.006965260859
633	0.006952808635
634	0.006940474886
635	0.006927504836
636	0.00691576705
637	0.006902104308
638	0.006887257952
639	0.006877512353
640	0.006859946896
641	0.006850061951
642	0.006837966906
643	0.006822906171
644	0.006808803665
645	0.006800666275
646	0.006791151331
647	0.006775673195
648	0.006766383193
649	0.006752388807
650	0.006743736462
651	0.00673480823
652	0.006724327211
653	0.006714806043
654	0.006701162439
655	0.006689816743
656	0.006677185599
657	0.006666726263
658	0.006655135145
659	0.006640342533
660	0.006629937171
661	0.006619370252
662	0.006609328445
663	0.00659282338
664	0.006582178668
665	0.006571660185
666	0.00655844273
667	0.006550014705
668	0.006540968501
669	0.006529851469
670	0.00651715395
671	0.006506171187
672	0.006496920975
673	0.006484524185
674	0.006473206108
675	0.006460214077
676	0.006450032314
677	0.006442043372
678	0.006434504299
679	0.006420446737
680	0.006410301096
681	0.006399997477
682	0.006393011336
683	0.006384095387
684	0.006374437373
685	0.006367294835
686	0.006355080692
687	0.006342248739
688	0.006333956704
689	0.006325490171
690	0.006316688657
691	0.0063074654
692	0.006298559837
693	0.006287633349
694	0.006275576776
695	0.006265754235
696	0.006257536586
697	0.006250452978
698	0.006241197619
699	0.006229258411
700	0.006215404743
701	0.006206537825
702	0.00619839272
703	0.006189114008
704	0.006181222401
705	0.006173180087
706	0.006161775963
707	0.006153483318
708	0.006143840581
709	0.006135636475
710	0.006125220925
711	0.006115161973
712	0.006100920048
713	0.006092204245
714	0.006083975867
715	0.006075923447
716	0.00606617607
717	0.006058083302
718	0.006050191324
719	0.006042736469
720	0.006030914375
721	0.006022785653
722	0.006011862267
723	0.006001318134
724	0.00599502033
725	0.005984204153
726	0.005975314006
727	0.005968505428
728	0.005957468481
729	0.005950347409
730	0.005941836411
731	0.00593193656
732	0.005924270181
733	0.005916915524
734	0.005907614584
735	0.005898610784
736	0.005888361943
737	0.005880126239
738	0.005872720948
739	0.005861688041
740	0.00585385168
741	0.00584454266
742	0.005830689251
743	0.00582246792
744	0.005815085505
745	0.005809791132
746	0.005802104079
747	0.005796130845
748	0.00578789637
749	0.005780549333
750	0.005771007783
751	0.005763574109
752	0.005757497861
753	0.005753128338
754	0.005745344446
755	0.005733838196
756	0.005725132545
757	0.005717933934
758	0.005711424486
759	0.005702442363
760	0.005693087112
761	0.005687163327
762	0.005679208709
763	0.005671388907
764	0.005664682471
765	0.005657855695
766	0.005647849692
767	0.005640743092
768	0.005632248202
769	0.005625809605
770	0.005618067507
771	0.005610882359
772	0.005600655423
773	0.005592612417
774	0.005585241501
775	0.005577397757
776	0.005568005626
777	0.005562027215
778	0.005556397591
779	0.005550772324
780	0.005543966254
781	0.005533573901
782	0.00552508765
783	0.005516513061
784	0.005508985651
785	0.005502505759
786	0.005494296611
787	0.005484886498
788	0.005478358859
789	0.005471098093
790	0.005461849743
791	0.005453900786
792	0.005445075813
793	0.005438284719
794	0.005431695841
795	0.005426078251
796	0.005417000728
797	0.005410558964
798	0.005404724188
799	0.005397208987
800	0.005388109179
801	0.005378532698
802	0.005367027405
803	0.005359743685
804	0.005349794119
805	0.005342914448
806	0.005337032377
807	0.00533095016
808	0.005324490302
809	0.005317912625
810	0.005308662546
811	0.005303691163
812	0.005296163463
813	0.005290198045
814	0.005281362292
815	0.005275884913
816	0.005269409672
817	0.005262434165
818	0.005253206372
819	0.005247156937
820	0.005240680072
821	0.005234071762
822	0.005228802718
823	0.00522069372
824	0.005213582488
825	0.005206753761
826	0.005202270651
827	0.005191515123
828	0.005183856631
829	0.005176665428
830	0.005167666061
831	0.005162335575
832	0.005152538375
833	0.0051442505
834	0.005138367712
835	0.005132621423
836	0.005128503411
837	0.005121521479
838	0.005115688517
839	0.005108674938
840	0.005102034653
841	0.005095788103
842	0.005091196143
843	0.005085995176
844	0.005080372334
845	0.005074152788
846	0.005068429939
847	0.005061682372
848	0.005055659057
849	0.00504791799
850	0.005042236321
851	0.00503604064
852	0.005030735178
853	0.005024403759
854	0.00501854387
855	0.005012440851
856	0.005005276563
857	0.004999442736
858	0.004991009965
859	0.004983393532
860	0.004977857759
861	0.004972057057
862	0.004964843974
863	0.004958321994
864	0.004951361811
865	0.004945457998
866	0.004940672516
867	0.004935406476
868	0.004929726426
869	0.004923236655
870	0.004918647998
871	0.004913753986
872	0.00490762105
873	0.004902776528
874	0.004896867839
875	0.004891577509
876	0.004885787606
877	0.004879950333
878	0.00487542477
879	0.004869508051
880	0.004864587295
881	0.004856928203
882	0.004850621352
883	0.004843826021
884	0.004839304492
885	0.004832184346
886	0.004827090857
887	0.004822441583
888	0.004816463278
889	0.004811399605
890	0.004806556947
891	0.004799786846
892	0.004791930331
893	0.004785418445
894	0.004781509682
895	0.004775639998
896	0.004769431167
897	0.004764065325
898	0.004759604359
899	0.004752990292
900	0.004748192415
901	0.004741174652
902	0.004735750432
903	0.004726597857
904	0.004721425946
905	0.004716599031
906	0.004709862201
907	0.004703868524
908	0.004699064229
909	0.004694649671
910	0.004689305049
911	0.004683070076
912	0.004676547875
913	0.004671246285
914	0.004664681344
915	0.00465940674
916	0.004654044442
917	0.004646882882
918	0.004641558978
919	0.004634586232
920	0.004627152063
921	0.004620411978
922	0.004616212499
923	0.004610986517
924	0.004605970787
925	0.004601364234
926	0.004596791261
927	0.004591618255
928	0.004586764147
929	0.004582987017
930	0.004574413354
931	0.004568960321
932	0.004563073335
933	0.004557170443
934	0.004550851799
935	0.004546673272
936	0.004541719102
937	0.004536709007
938	0.004532021316
939	0.004527296339
940	0.004521593748
941	0.004517448172
942	0.004513613637
943	0.004510491589
944	0.004505997103
945	0.004502215305
946	0.004495371406
947	0.004490299773
948	0.004485783913
949	0.004481723711
950	0.004477018175
951	0.004470668401
952	0.004465535748
953	0.00446068246
954	0.004453769268
955	0.00444762643
956	0.004444736835
957	0.004438810535
958	0.004435123038
959	0.004428382764
960	0.004422980854
961	0.004418501825
962	0.004412828396
963	0.004408261333
964	0.004404928218
965	0.004401048415
966	0.004397196846
967	0.004391794579
968	0.004387579841
969	0.004383366686
970	0.004376761953
971	0.004372852027
972	0.004368148466
973	0.004363938578
974	0.004360051424
975	0.004355431722
976	0.004349969789
977	0.004345951694
978	0.004342200178
979	0.004338020339
980	0.004333795922
981	0.004330146172
982	0.004323713715
983	0.004319958048
984	0.004316080025
985	0.004310893994
986	0.00430503634
987	0.00430078814
988	0.004296362808
989	0.004291399784
990	0.004285274627
991	0.004279661122
992	0.004275136445
993	0.004269399524
994	0.004264440389
995	0.004259077842
996	0.004255453019
997	0.004249391994
998	0.004243211337
999	0.004237938586
